;data;model;cleaning;layers;runtime;top_5
41;keywords;BERT;basic_vocab;12;83.86551833152771;{'t1': [('value', 0.7509830119955759), ('collaboration', 0.6704577883788561), ('pension', 0.66190664124061), ('job', 0.6529695707346201), ('team', 0.6383941731787655)], 't2': [('value', 0.7841468445352863), ('opportunities', 0.6797981195409913), ('collaboration', 0.6632571009406214), ('pension', 0.6349883501879646), ('team', 0.6259203567970906)], 't3': [('value', 0.7258886840678811), ('job', 0.6729519169721732), ('employer', 0.6725738189513129), ('pension', 0.664631625072112), ('collaboration', 0.6418008688380938)], 't4': [('value', 0.7886880922428083), ('collaboration', 0.6747734543007632), ('pay', 0.6143812396122019), ('team', 0.6122400488867037), ('pension', 0.5960770468694259)], 't5': [('value', 0.7728588341093918), ('collaboration', 0.6780624829218824), ('opportunities', 0.6534084567067557), ('pension', 0.6275167148768643), ('job', 0.6273297772872355)], 't6': [('pension', 0.7013002022980224), ('employer', 0.6616376793381636), ('job', 0.6519832277276458), ('pay', 0.6366001455934341), ('social', 0.6295335613471424)], 't7': [('value', 0.8097685898950285), ('team', 0.6931545454664392), ('collaboration', 0.69155989033435), ('pension', 0.6693588012630574), ('opportunities', 0.6457700493317637)], 't8': [('pension', 0.6852654030027139), ('value', 0.652553152071907), ('pay', 0.6291558565370002), ('job', 0.6234261292025484), ('employer', 0.6104874566694098)], 't9': [('value', 0.9282356350434986), ('collaboration', 0.8640479954183347), ('team', 0.7433035806315292), ('opportunities', 0.7362298303634044), ('years', 0.7190688821866775)], 't10': [('value', 0.7261227982515013), ('pension', 0.693366472950887), ('job', 0.6871148360044259), ('collaboration', 0.6667155894659815), ('employer', 0.6359192939531289)], 't11': [('value', 0.8290380183956052), ('collaboration', 0.7375023008728135), ('pay', 0.6579032783185705), ('team', 0.6449459219168229), ('opportunities', 0.6424550193704941)]}
42;keywords;BERT;basic_vocab;mean;84.06338667869568;{'t1': [('pension', 0.6945801694749403), ('social', 0.656067169427679), ('term', 0.6274719063855634), ('job', 0.6257433853043202), ('package', 0.6194757444061627)], 't2': [('pension', 0.6640302811841017), ('social', 0.6066079723041129), ('term', 0.6024492957084574), ('benefits', 0.6004921428034309), ('pay', 0.5741917366210918)], 't3': [('pension', 0.7096258906882962), ('social', 0.6582661023530485), ('employer', 0.6291626693131633), ('job', 0.6244376601230045), ('pay', 0.6041936240707451)], 't4': [('pension', 0.6409050506791849), ('social', 0.6289882518163529), ('pay', 0.610842960734069), ('term', 0.5947460413702473), ('benefits', 0.5905448613170672)], 't5': [('pension', 0.6672517573877939), ('social', 0.618574005086117), ('term', 0.5971762764426505), ('benefits', 0.5850214964847046), ('pay', 0.5778593669640271)], 't6': [('pension', 0.69261607771599), ('social', 0.6577319103469265), ('term', 0.6028176498149984), ('pay', 0.5987540052765494), ('job', 0.5952044867202683)], 't7': [('pension', 0.684654094973352), ('social', 0.6679468243799092), ('long', 0.6479444909518617), ('term', 0.6425911641179181), ('benefits', 0.6352659241925633)], 't8': [('pension', 0.6633954888237725), ('term', 0.6096672832945554), ('social', 0.6027100967304851), ('long', 0.5613621774394977), ('pay', 0.5595339300864725)], 't9': [('spirit', 0.6669470409128808), ('team', 0.6449779290779608), ('dedicated', 0.6341955109364642), ('internal', 0.6260264036097436), ('years', 0.6229709667797012)], 't10': [('pension', 0.6583317674550111), ('job', 0.6383492498925218), ('social', 0.6197501503828642), ('economic', 0.6019107264854281), ('global', 0.5869152343167809)], 't11': [('pension', 0.6548333084497915), ('social', 0.6400189207176168), ('pay', 0.6302764978994777), ('benefits', 0.5908836173202354), ('job', 0.5784807213945226)]}
43;keywords;BERT;basic_vocab;max;83.93063402175903;{'t1': [('pension', 0.355497699193154), ('package', 0.3284275994260305), ('internal', 0.3269142366350287), ('social', 0.3256320660493248), ('job', 0.32508663527841053)], 't2': [('pension', 0.33045665042253713), ('benefits', 0.31428857758331463), ('economic', 0.3090630533459595), ('planning', 0.3032426197141488), ('long', 0.30123553906969225)], 't3': [('pension', 0.3573262135326287), ('employer', 0.33057253054112345), ('job', 0.3208416226942019), ('social', 0.317905099894651), ('economic', 0.3170750146474466)], 't4': [('pension', 0.3274791665583441), ('times', 0.3244900032731748), ('long', 0.31890769259106677), ('benefits', 0.31795549181753335), ('internal', 0.31562156776649897)], 't5': [('pension', 0.32395486900573134), ('benefits', 0.3034223051744088), ('economic', 0.29845759244335546), ('social', 0.29664907912203087), ('transparency', 0.2921050393144251)], 't6': [('pension', 0.33765093434750726), ('economic', 0.3232908673556738), ('safety', 0.3199123467386352), ('internal', 0.31627902469562663), ('planning', 0.3144902617410672)], 't7': [('pension', 0.36165464332934427), ('long', 0.34983403191852), ('benefits', 0.34722436166015447), ('times', 0.34486569019143287), ('compensation', 0.34473796323202655)], 't8': [('pension', 0.3238860587057609), ('economic', 0.3097978093810779), ('times', 0.2934741927726159), ('years', 0.29171029432745366), ('long', 0.2892816575511772)], 't9': [('spirit', 0.34054078729055215), ('attention', 0.32929929114389056), ('years', 0.32808324600948835), ('location', 0.3226305461285033), ('internal', 0.32235835114673994)], 't10': [('job', 0.3252172322116653), ('economic', 0.3233745613432042), ('pension', 0.31930352576624654), ('safety', 0.31705727143551976), ('attention', 0.3128907960802111)], 't11': [('pension', 0.32194559556365543), ('benefits', 0.3072565867071966), ('times', 0.3049114351658865), ('social', 0.30106163770655625), ('employer', 0.2999162119983396)]}
44;keywords;BERT;basic_vocab;sum;83.9640531539917;{'t1': [('pension', 0.6945801687131259), ('social', 0.6560671722929456), ('term', 0.6274718974002325), ('job', 0.6257433794020099), ('package', 0.6194757305121503)], 't2': [('pension', 0.6640302851379353), ('social', 0.6066079797693605), ('term', 0.6024492909655763), ('benefits', 0.6004921380165227), ('pay', 0.5741917335369593)], 't3': [('pension', 0.7096258939574387), ('social', 0.658266109161414), ('employer', 0.6291626696671846), ('job', 0.6244376553014581), ('pay', 0.6041936260961853)], 't4': [('pension', 0.6409050549617055), ('social', 0.6289882569528383), ('pay', 0.6108429688991679), ('term', 0.5947460468228689), ('benefits', 0.5905448699108851)], 't5': [('pension', 0.6672517572110842), ('social', 0.6185740091093462), ('term', 0.5971762725507684), ('benefits', 0.5850214919874372), ('pay', 0.577859360391455)], 't6': [('pension', 0.6926160730990982), ('social', 0.6577319123053681), ('term', 0.6028176453948915), ('pay', 0.5987540018961052), ('job', 0.5952044795888245)], 't7': [('pension', 0.6846540967594927), ('social', 0.6679468325828599), ('long', 0.6479444931961009), ('term', 0.6425911643945742), ('benefits', 0.6352659320874905)], 't8': [('pension', 0.663395492593885), ('term', 0.6096672869599128), ('social', 0.6027101002984293), ('long', 0.5613621758392116), ('pay', 0.5595339352499874)], 't9': [('spirit', 0.6669470445922852), ('team', 0.6449779316685406), ('dedicated', 0.6341955180515686), ('internal', 0.6260264072151407), ('years', 0.6229709735259339)], 't10': [('pension', 0.6583317674155971), ('job', 0.6383492423973521), ('social', 0.6197501562505126), ('economic', 0.6019107325677052), ('global', 0.5869152338569608)], 't11': [('pension', 0.654833310653496), ('social', 0.6400189262799829), ('pay', 0.630276509806956), ('benefits', 0.59088362899657), ('job', 0.5784807180170333)]}
45;keywords;BERT;basic_stopwords_vocab;1;83.91923308372498;{'t1': [('independent', 0.8793851803637397), ('members', 0.8510273582241004), ('bonus', 0.8438340724362712), ('spirit', 0.8419179264622481), ('stable', 0.8414733525972238)], 't2': [('pay', 0.8116165366735524), ('compensation', 0.8108522081811881), ('term', 0.8074964817900634), ('independent', 0.8010187527643012), ('bonus', 0.7934559170279786)], 't3': [('pension', 0.8756666835453027), ('independent', 0.8502041294733749), ('internal', 0.8328004834818536), ('pay', 0.8308212162377353), ('compensation', 0.8205119810147578)], 't4': [('times', 0.8540355849538965), ('independent', 0.8403595865200522), ('bonus', 0.8338340354337545), ('pay', 0.8315673006341153), ('spirit', 0.8218573168046013)], 't5': [('term', 0.8047116192366397), ('independent', 0.7828122023400722), ('bonus', 0.7686032211098847), ('compensation', 0.7683209529836168), ('times', 0.76571196663088)], 't6': [('independent', 0.8367445702067557), ('planning', 0.8220478998206757), ('family', 0.8162200436130536), ('bonus', 0.8079754473798335), ('pay', 0.8066004723784848)], 't7': [('times', 0.892107988085689), ('members', 0.8912006753225021), ('independent', 0.8787660599801205), ('internal', 0.853349785581051), ('team', 0.8471656828158)], 't8': [('times', 0.8273891009762807), ('term', 0.8042835296930206), ('years', 0.7776635407026813), ('internal', 0.7725255544924474), ('pension', 0.7709978166794323)], 't9': [('approach', 0.8882127253966138), ('spirit', 0.8837244399157603), ('team', 0.859474430670424), ('dedicated', 0.8504441392009339), ('years', 0.8417283717462801)], 't10': [('approach', 0.862130342203052), ('safety', 0.8253664602322274), ('importance', 0.8252470454861616), ('economic', 0.8225098050866222), ('improvement', 0.8182177051114621)], 't11': [('times', 0.8550826339927982), ('members', 0.8481397974629726), ('pay', 0.8375007551319154), ('independent', 0.8332735717396098), ('compensation', 0.8319969246043065)]}
46;keywords;BERT;basic_stopwords_vocab;2;84.05593967437744;{'t1': [('independent', 0.8073010335091607), ('internal', 0.8009086607923974), ('bonus', 0.7955748329364556), ('stable', 0.7927565350634821), ('term', 0.7861089092036331)], 't2': [('term', 0.7823046349036313), ('compensation', 0.7753019405678963), ('bonus', 0.7611901311639957), ('independent', 0.7545545247654684), ('new', 0.7343660323308505)], 't3': [('pension', 0.8172874819212277), ('stable', 0.7946954229231814), ('internal', 0.778294308099458), ('independent', 0.7722627253390594), ('bonus', 0.7674294876904062)], 't4': [('internal', 0.8001432660479624), ('independent', 0.7984135022882601), ('times', 0.7918305949368647), ('bonus', 0.7873440776893665), ('compensation', 0.7727719986505486)], 't5': [('term', 0.7904451395219126), ('independent', 0.7261548630754842), ('social', 0.7224230255777351), ('compensation', 0.7189270172359523), ('bonus', 0.7140372373927961)], 't6': [('independent', 0.8044148852208678), ('internal', 0.7836382706340501), ('term', 0.7704370931516531), ('planning', 0.7610999861044874), ('social', 0.7594318616617033)], 't7': [('internal', 0.8223958338141701), ('members', 0.8164037746257544), ('employer', 0.8107102060463492), ('times', 0.8023277480545367), ('social', 0.8018171022939669)], 't8': [('term', 0.7872553041615336), ('internal', 0.7403486069086471), ('pension', 0.7280929559385098), ('times', 0.7252465864584894), ('years', 0.7187904270612016)], 't9': [('spirit', 0.8524385231627447), ('dedicated', 0.8283165214543943), ('years', 0.8112476627949725), ('approach', 0.8101456899172967), ('internal', 0.794712424477693)], 't10': [('term', 0.7694170279079409), ('job', 0.7665992184407991), ('economic', 0.7643660490547332), ('security', 0.7620601399688753), ('growth', 0.7616282426281409)], 't11': [('bonus', 0.7793637570176357), ('internal', 0.7712921384725901), ('members', 0.7675591330831099), ('compensation', 0.7646038890403412), ('times', 0.7645948518705229)]}
47;keywords;BERT;basic_stopwords_vocab;3;83.98975563049316;{'t1': [('term', 0.7855311546630316), ('stable', 0.7611876008506293), ('internal', 0.756398510323463), ('members', 0.7452841736847345), ('social', 0.7423955616293012)], 't2': [('term', 0.7736011921312478), ('benefits', 0.7221310176082746), ('pension', 0.7157801070412482), ('long', 0.7143522898876142), ('new', 0.7026591643189103)], 't3': [('pension', 0.7744116706202887), ('stable', 0.7464059525336117), ('social', 0.7408391011172826), ('internal', 0.7308164071365669), ('term', 0.730239165094289)], 't4': [('internal', 0.7552900523861583), ('term', 0.7530514532764944), ('times', 0.7402284849927709), ('pay', 0.7339120724412963), ('independent', 0.7320208231116817)], 't5': [('term', 0.770774310352051), ('social', 0.7201733419930805), ('pension', 0.7099850801151474), ('internal', 0.6882242195562798), ('benefits', 0.6798769082922211)], 't6': [('term', 0.7658111277367369), ('social', 0.7554343929887262), ('internal', 0.7531869254783636), ('pension', 0.7433086574356911), ('independent', 0.7272421517364156)], 't7': [('term', 0.8127548950322242), ('long', 0.7822749039062744), ('internal', 0.7693056284892756), ('social', 0.7573618104818263), ('members', 0.7445393508056521)], 't8': [('term', 0.7772272986282981), ('internal', 0.7111131631494417), ('long', 0.7089302799335109), ('pension', 0.701551067726998), ('social', 0.6928647954777808)], 't9': [('dedicated', 0.7929332870093808), ('spirit', 0.7762489709628118), ('internal', 0.7604110620938027), ('years', 0.7529316117637946), ('vision', 0.7501390768570166)], 't10': [('term', 0.7581919557742581), ('economic', 0.7322003023093668), ('long', 0.7230706720094724), ('growth', 0.7164949379798071), ('global', 0.7161655930993959)], 't11': [('members', 0.7293178967554677), ('internal', 0.721804917709889), ('pay', 0.7158480599936106), ('times', 0.7147733540528143), ('benefits', 0.7032848975482506)]}
48;keywords;BERT;basic_stopwords_vocab;4;84.19352960586548;{'t1': [('term', 0.7678679083646843), ('pension', 0.7021084259507044), ('social', 0.68699799148877), ('long', 0.6720611561419954), ('team', 0.6695694789334745)], 't2': [('term', 0.7720874292726285), ('pension', 0.6922847979647344), ('benefits', 0.6900426027687037), ('long', 0.6590973083832683), ('social', 0.6347157228455245)], 't3': [('pension', 0.7343712505999622), ('term', 0.7238604733497667), ('social', 0.6983970117212137), ('benefits', 0.6752073496631619), ('stable', 0.6565082770797495)], 't4': [('term', 0.759715456774998), ('long', 0.6870034805754841), ('internal', 0.6664948266312283), ('team', 0.664264102017779), ('dedicated', 0.663100959353665)], 't5': [('term', 0.7666750316715529), ('pension', 0.6738099171511656), ('social', 0.6560801268219287), ('benefits', 0.6460804793273611), ('long', 0.6183295327687859)], 't6': [('term', 0.7758722914123284), ('social', 0.6994785949729627), ('pension', 0.6940951428301512), ('internal', 0.6689923634213225), ('benefits', 0.6588319481589098)], 't7': [('term', 0.7985331791241572), ('long', 0.705165459037409), ('social', 0.6797069521068402), ('internal', 0.6729963730039833), ('team', 0.6721633595445209)], 't8': [('term', 0.7619750463391777), ('long', 0.6742962584911283), ('pension', 0.6613322273845476), ('social', 0.6411753620310157), ('spirit', 0.6324180326304571)], 't9': [('term', 0.7497944429875251), ('spirit', 0.7200653019674068), ('dedicated', 0.7194240736657573), ('years', 0.696823803693439), ('team', 0.6951936821836956)], 't10': [('term', 0.739045973921661), ('pension', 0.672803106639686), ('long', 0.6674261152073215), ('value', 0.6443683510420044), ('economic', 0.6436322609606582)], 't11': [('pay', 0.651365375524898), ('social', 0.6500636356077266), ('benefits', 0.6479665011999398), ('pension', 0.6402559356191353), ('members', 0.6381103117376582)]}
49;keywords;BERT;basic_stopwords_vocab;5;83.96132946014404;{'t1': [('pension', 0.6850317548764446), ('social', 0.6363154829210714), ('term', 0.6291708955242588), ('benefits', 0.6230106724119993), ('spirit', 0.6048196786428972)], 't2': [('pension', 0.6716235849122827), ('benefits', 0.6490033648372271), ('term', 0.6291447017613754), ('social', 0.6039645191045001), ('long', 0.5613631786531315)], 't3': [('pension', 0.6888885378837726), ('social', 0.658993167708363), ('term', 0.6226616380402945), ('benefits', 0.6048393646326544), ('job', 0.5741172803071787)], 't4': [('term', 0.6223444131156561), ('pension', 0.6149373505727358), ('benefits', 0.6066092039536566), ('social', 0.6048318517779927), ('spirit', 0.5943745544994666)], 't5': [('pension', 0.6660597156071004), ('term', 0.6455698486963846), ('benefits', 0.6169407913047773), ('social', 0.601232767208461), ('internal', 0.5474364318646706)], 't6': [('pension', 0.6721930767618092), ('term', 0.6471523580907252), ('social', 0.6425197413900985), ('benefits', 0.6095043802652006), ('internal', 0.5898443323288043)], 't7': [('term', 0.6587485721747783), ('pension', 0.6480423109434402), ('benefits', 0.6282843610251477), ('social', 0.6256678834555229), ('long', 0.619075115067272)], 't8': [('term', 0.6490184548976192), ('pension', 0.6382225892615072), ('social', 0.5922423493452733), ('benefits', 0.5918713302379639), ('long', 0.5847227404887789)], 't9': [('spirit', 0.6779830422806037), ('term', 0.6425078666131117), ('team', 0.6163287064338263), ('internal', 0.6140805903388367), ('planning', 0.6074822908165276)], 't10': [('term', 0.6529139288520838), ('pension', 0.6485773590961819), ('social', 0.600737975583407), ('long', 0.5926029915562696), ('benefits', 0.5882353893510563)], 't11': [('pension', 0.6178856665144198), ('benefits', 0.6062461717864798), ('social', 0.6039199025964632), ('members', 0.5725337988401951), ('pay', 0.5500596823657573)]}
50;keywords;BERT;basic_stopwords_vocab;6;83.91790533065796;{'t1': [('pension', 0.6693977468326582), ('term', 0.6456801384260656), ('social', 0.6339348890303427), ('benefits', 0.6020300397317964), ('package', 0.6009664475163181)], 't2': [('pension', 0.6539628491117087), ('term', 0.6312352578976885), ('benefits', 0.6307389041440258), ('social', 0.6076902975639067), ('long', 0.5753384397326755)], 't3': [('pension', 0.664522328792533), ('social', 0.6509521716702401), ('term', 0.6287483582790518), ('benefits', 0.5914688241303226), ('job', 0.5736658825138856)], 't4': [('term', 0.6229934649118707), ('social', 0.610611834831024), ('pension', 0.594724136092301), ('benefits', 0.5867991338288843), ('spirit', 0.58679478074339)], 't5': [('pension', 0.6317627650083317), ('term', 0.6196289606751044), ('benefits', 0.5920668139062977), ('social', 0.5909433143032776), ('pay', 0.5389956584246589)], 't6': [('pension', 0.6533843016632533), ('social', 0.6428719658346831), ('term', 0.6328603561040672), ('benefits', 0.5908229535662886), ('internal', 0.571351653842078)], 't7': [('term', 0.6612245386695291), ('social', 0.6395675024351811), ('pension', 0.6348885058528241), ('benefits', 0.6262430723814095), ('long', 0.6159192566487404)], 't8': [('term', 0.644817775476368), ('pension', 0.6357525122335232), ('benefits', 0.5979509404159837), ('social', 0.5897310967324745), ('long', 0.5803688925064421)], 't9': [('spirit', 0.6497120842785084), ('term', 0.6302285253815414), ('planning', 0.6087535477583195), ('internal', 0.5945067192032307), ('long', 0.5919525999553068)], 't10': [('term', 0.6365159870042282), ('pension', 0.6309344973665769), ('long', 0.587411454064255), ('social', 0.582127025620107), ('benefits', 0.5740145503333117)], 't11': [('social', 0.604055303458946), ('pension', 0.6024776726762595), ('benefits', 0.5984052875562267), ('pay', 0.5649463322387808), ('dedicated', 0.5439427132282675)]}
51;keywords;BERT;basic_stopwords_vocab;7;83.901211977005;{'t1': [('pension', 0.6920203075848496), ('term', 0.6631226139191466), ('social', 0.6251808575527992), ('package', 0.6170681327160238), ('long', 0.6072821677080376)], 't2': [('pension', 0.6606140236836011), ('term', 0.6265601307205824), ('social', 0.5997222732241505), ('benefits', 0.5987337241903881), ('long', 0.5710726098562755)], 't3': [('pension', 0.6726212423435971), ('social', 0.6397186690654151), ('term', 0.5988139003252652), ('pay', 0.5980978290183355), ('employer', 0.5954977670410715)], 't4': [('pension', 0.6292048374692458), ('term', 0.6120291697770839), ('social', 0.6069193751317796), ('spirit', 0.5866392523758853), ('pay', 0.5739809029139283)], 't5': [('pension', 0.6544556755951156), ('term', 0.6066540030603755), ('pay', 0.5772430942114225), ('social', 0.5739198642704201), ('benefits', 0.5712469264963198)], 't6': [('pension', 0.6690166729041598), ('social', 0.627357159501903), ('term', 0.6235200994252669), ('benefits', 0.5685425296711608), ('pay', 0.5679193326990938)], 't7': [('pension', 0.6712403166171155), ('term', 0.6596343241899566), ('social', 0.6428866917934324), ('long', 0.6337006705587565), ('benefits', 0.6135958278467919)], 't8': [('pension', 0.6638911392292783), ('term', 0.6236996840255671), ('social', 0.5745316302599539), ('benefits', 0.566313726619398), ('long', 0.5530212795801188)], 't9': [('spirit', 0.6350887339722976), ('years', 0.6346715103624849), ('times', 0.6130370608914435), ('term', 0.6098069848265922), ('internal', 0.5968451667412621)], 't10': [('pension', 0.6409983276961002), ('term', 0.6141942193656662), ('long', 0.5825935019938632), ('job', 0.5789344518583885), ('pay', 0.5785392918118204)], 't11': [('pension', 0.6353860775788357), ('pay', 0.6187439691494472), ('social', 0.6125899242928026), ('benefits', 0.5739843366254973), ('members', 0.5688959333857961)]}
52;keywords;BERT;basic_stopwords_vocab;8;83.95066714286804;{'t1': [('pension', 0.7001701276765864), ('social', 0.6257078019082183), ('job', 0.5944608978319263), ('term', 0.5936105987855804), ('package', 0.5893188543903345)], 't2': [('pension', 0.6642131673213346), ('social', 0.587361502097995), ('benefits', 0.5557443394997362), ('term', 0.5496502109149528), ('long', 0.5393389127000112)], 't3': [('pension', 0.6846000649647146), ('social', 0.6507719280347327), ('employer', 0.6352111684227063), ('pay', 0.5982885854083992), ('job', 0.5981524514162643)], 't4': [('pension', 0.633792368960665), ('social', 0.6071371209237549), ('pay', 0.5809322951649238), ('stable', 0.5643593229172481), ('team', 0.5558129691570264)], 't5': [('pension', 0.6745474504668141), ('pay', 0.5776261077353464), ('social', 0.5725370837086489), ('benefits', 0.551049055425014), ('term', 0.5379841904561392)], 't6': [('pension', 0.6811455655342387), ('social', 0.6155946498953505), ('pay', 0.5889446945163098), ('job', 0.5618254585564726), ('term', 0.5548925029867631)], 't7': [('pension', 0.6806787201899389), ('social', 0.6355789342279234), ('long', 0.6044339253267117), ('term', 0.603226893967064), ('team', 0.5889539798123333)], 't8': [('pension', 0.6535907066406696), ('pay', 0.5652343151546748), ('social', 0.5535267283726792), ('term', 0.5515404799960288), ('benefits', 0.5286156493062595)], 't9': [('times', 0.600299534636024), ('spirit', 0.5982941237120104), ('years', 0.5923454605005651), ('team', 0.5899436197286632), ('location', 0.5887177339257168)], 't10': [('pension', 0.6574919931331389), ('social', 0.5949431078365144), ('job', 0.5869765960568325), ('pay', 0.5682293190341309), ('global', 0.5533751866715737)], 't11': [('pension', 0.6401649493820949), ('pay', 0.6355026131351127), ('social', 0.6190864125385667), ('benefits', 0.5502756767924534), ('independent', 0.5413844884105583)]}
53;keywords;BERT;basic_stopwords_vocab;9;83.85886716842651;{'t1': [('pension', 0.6740063684269542), ('job', 0.617570866817086), ('social', 0.5997558837907437), ('employer', 0.5936072369114456), ('pay', 0.5639640274317206)], 't2': [('pension', 0.6359189008590076), ('job', 0.5815372930850309), ('social', 0.5637761600785234), ('employer', 0.5372104791918106), ('long', 0.527370080165902)], 't3': [('employer', 0.6709979433378042), ('pension', 0.6681659866563556), ('job', 0.6434621540767931), ('social', 0.6149495261235909), ('pay', 0.590438862715738)], 't4': [('pension', 0.601895318055085), ('pay', 0.5740532475930307), ('social', 0.5739585263234579), ('employer', 0.5461833280629171), ('team', 0.5385633540071536)], 't5': [('pension', 0.6470621178196642), ('pay', 0.5612981390941598), ('job', 0.5505618160900951), ('social', 0.5414715589091648), ('employer', 0.5141779921753904)], 't6': [('pension', 0.6650481983595664), ('job', 0.6135521848119022), ('social', 0.6088227164544853), ('pay', 0.5824884572709175), ('employer', 0.5824462810183735)], 't7': [('pension', 0.6419273169280642), ('social', 0.5911413369078508), ('long', 0.5859795251458595), ('job', 0.5710186285934036), ('employer', 0.5664737943945163)], 't8': [('pension', 0.6381818083209088), ('job', 0.5680940689503413), ('pay', 0.55697946165993), ('social', 0.5399903364958308), ('employer', 0.533017561112218)], 't9': [('team', 0.588419265459162), ('location', 0.5694009332018078), ('long', 0.5658675881349227), ('spirit', 0.5658333249975964), ('planning', 0.5597372934322806)], 't10': [('pension', 0.6420196948393324), ('job', 0.6323019801207872), ('employer', 0.5725541745896713), ('social', 0.5707553975736004), ('pay', 0.5537402156717)], 't11': [('pay', 0.6285594737181714), ('pension', 0.6170259526443174), ('social', 0.58985070454624), ('employer', 0.5656982985239816), ('job', 0.5620209152609164)]}
54;keywords;BERT;basic_stopwords_vocab;10;83.97805857658386;{'t1': [('job', 0.6360867773035688), ('pension', 0.6292580590567893), ('social', 0.5767864339271038), ('employer', 0.5534572641494888), ('pay', 0.5491981600383486)], 't2': [('job', 0.608348974192958), ('pension', 0.592807775619069), ('social', 0.5173798963278369), ('employer', 0.5079382116132227), ('pay', 0.5030402800354794)], 't3': [('job', 0.6733865199491258), ('pension', 0.6386716341861496), ('employer', 0.623938941401215), ('social', 0.5788089001294496), ('pay', 0.5338727815476605)], 't4': [('pension', 0.572582013472682), ('team', 0.5396437012652082), ('social', 0.5382497241833647), ('pay', 0.5374483967885346), ('job', 0.5293902083758758)], 't5': [('pension', 0.6057144855161778), ('job', 0.574991176811342), ('pay', 0.5487892899624016), ('social', 0.5286890192351441), ('benefits', 0.50590999059713)], 't6': [('job', 0.6335728591598401), ('pension', 0.617339983797449), ('social', 0.5711291565401471), ('employer', 0.5620740317923532), ('pay', 0.5457837916487203)], 't7': [('pension', 0.5986730745004074), ('job', 0.5899004739352101), ('team', 0.5579275445692449), ('social', 0.5568669914425017), ('long', 0.5297727795004357)], 't8': [('pension', 0.6119455429104652), ('job', 0.5924496595662729), ('social', 0.5342525967064753), ('pay', 0.528619289124718), ('employer', 0.5129146218706662)], 't9': [('team', 0.6320445509939587), ('spirit', 0.5670716785123177), ('long', 0.5276893376879974), ('planning', 0.5246530223470505), ('location', 0.5165404911870531)], 't10': [('job', 0.7104299565696108), ('pension', 0.6398364178252736), ('social', 0.585775458444912), ('employer', 0.5740270989509783), ('sustainability', 0.5413712100322521)], 't11': [('job', 0.5863346815756112), ('pay', 0.5822391715203721), ('pension', 0.5723717113059565), ('social', 0.5488223310201337), ('employer', 0.5217417605478245)]}
55;keywords;BERT;basic_stopwords_vocab;11;83.86018347740173;{'t1': [('job', 0.5612131079924352), ('pension', 0.5570221574340262), ('social', 0.5146990538519661), ('pay', 0.49748564825737274), ('employer', 0.4746922369014406)], 't2': [('job', 0.5468232604388086), ('pension', 0.5287736824973015), ('social', 0.4671224847572206), ('pay', 0.45684829449353437), ('employer', 0.4408023775942278)], 't3': [('job', 0.5971638117786924), ('pension', 0.562271606023775), ('employer', 0.5412014534310556), ('social', 0.5185202447954482), ('pay', 0.48168659385972246)], 't4': [('pension', 0.5092201904612181), ('pay', 0.49457433717564026), ('job', 0.4862178591722113), ('social', 0.48621337700864875), ('team', 0.4703701652827402)], 't5': [('pension', 0.5416613537876912), ('job', 0.5215514562460484), ('pay', 0.5047168833432392), ('social', 0.4916735472162713), ('benefits', 0.44613853534195214)], 't6': [('job', 0.5631463218312309), ('pension', 0.547648301750002), ('social', 0.5132096734828012), ('employer', 0.5024015377132347), ('pay', 0.49839657235978585)], 't7': [('pension', 0.5501549350973406), ('job', 0.5381355426887735), ('team', 0.5095665169529784), ('social', 0.4931329933620694), ('pay', 0.46508855124249304)], 't8': [('pension', 0.5484121423276539), ('job', 0.5351122700334542), ('social', 0.4918761155662731), ('pay', 0.484765465632215), ('employer', 0.44824819246571734)], 't9': [('team', 0.5507029822719132), ('collaboration', 0.4753616887712303), ('spirit', 0.4747278283376102), ('worldwide', 0.4591236265696115), ('term', 0.4571379780712257)], 't10': [('job', 0.6189268951814526), ('pension', 0.5589906025585313), ('social', 0.513900768647515), ('employer', 0.48804012379349937), ('sustainability', 0.46640558524164377)], 't11': [('job', 0.5382242277867684), ('pay', 0.5273350935516865), ('pension', 0.5212969222104356), ('social', 0.5015987011601024), ('employer', 0.46661358186425117)]}
